"model","ssp","period","year","date","variable","value"
"ACCESS-CM2","ssp245","far",2069,2069-07-21,"hurs",22.9768867492676
"ACCESS-CM2","ssp245","far",2069,2069-07-22,"hurs",24.4072570800781
"ACCESS-CM2","ssp245","far",2069,2069-07-23,"hurs",25.0014743804932
"ACCESS-CM2","ssp245","far",2069,2069-07-24,"hurs",27.0150966644287
"ACCESS-CM2","ssp245","far",2069,2069-07-25,"hurs",25.4544162750244
"ACCESS-CM2","ssp245","far",2069,2069-07-26,"hurs",22.7401180267334
"ACCESS-CM2","ssp245","far",2069,2069-07-27,"hurs",19.6595058441162
"ACCESS-CM2","ssp245","far",2069,2069-07-28,"hurs",20.8406085968018
"ACCESS-CM2","ssp245","far",2069,2069-07-29,"hurs",22.8603553771973
"ACCESS-CM2","ssp245","far",2069,2069-07-30,"hurs",27.9097423553467
"ACCESS-CM2","ssp245","far",2069,2069-07-31,"hurs",24.4630908966064
"ACCESS-CM2","ssp245","far",2069,2069-08-01,"hurs",24.2176551818848
"ACCESS-CM2","ssp245","far",2069,2069-08-02,"hurs",21.5179805755615
"ACCESS-CM2","ssp245","far",2069,2069-08-03,"hurs",16.8081874847412
"ACCESS-CM2","ssp245","far",2069,2069-08-04,"hurs",17.3299903869629
"ACCESS-CM2","ssp245","far",2069,2069-08-05,"hurs",21.9667625427246
"ACCESS-CM2","ssp245","far",2069,2069-08-06,"hurs",37.2207336425781
"ACCESS-CM2","ssp245","far",2069,2069-08-07,"hurs",35.1874885559082
"ACCESS-CM2","ssp245","far",2069,2069-08-08,"hurs",34.5369644165039
"ACCESS-CM2","ssp245","far",2069,2069-08-09,"hurs",30.9855346679688
"ACCESS-CM2","ssp245","far",2069,2069-08-10,"hurs",32.9899215698242
"ACCESS-CM2","ssp245","far",2069,2069-08-11,"hurs",22.1222515106201
"ACCESS-CM2","ssp245","far",2069,2069-08-12,"hurs",24.0968780517578
"ACCESS-CM2","ssp245","far",2069,2069-08-13,"hurs",31.1490783691406
"ACCESS-CM2","ssp245","far",2069,2069-08-14,"hurs",35.8326301574707
"ACCESS-CM2","ssp245","far",2069,2069-08-15,"hurs",24.3018417358398
"ACCESS-CM2","ssp245","far",2069,2069-08-16,"hurs",26.5949649810791
"ACCESS-CM2","ssp245","far",2069,2069-08-17,"hurs",32.6287498474121
"ACCESS-CM2","ssp245","far",2069,2069-08-18,"hurs",22.7674446105957
"ACCESS-CM2","ssp245","far",2069,2069-08-19,"hurs",19.1562747955322
"ACCESS-CM2","ssp245","far",2069,2069-08-20,"hurs",19.6901798248291
"ACCESS-CM2","ssp245","far",2069,2069-08-21,"hurs",23.5879955291748
"ACCESS-CM2","ssp245","far",2069,2069-08-22,"hurs",32.3719520568848
"ACCESS-CM2","ssp245","far",2069,2069-08-23,"hurs",33.7778701782227
"ACCESS-CM2","ssp245","far",2069,2069-08-24,"hurs",35.8020668029785
"ACCESS-CM2","ssp245","far",2069,2069-08-25,"hurs",31.3597221374512
"ACCESS-CM2","ssp245","far",2069,2069-08-26,"hurs",35.0112190246582
"ACCESS-CM2","ssp245","far",2069,2069-08-27,"hurs",47.7525978088379
"ACCESS-CM2","ssp245","far",2069,2069-08-28,"hurs",31.2899971008301
"ACCESS-CM2","ssp245","far",2069,2069-08-29,"hurs",24.8841094970703
"ACCESS-CM2","ssp245","far",2069,2069-08-30,"hurs",31.3458938598633
"ACCESS-CM2","ssp245","far",2069,2069-08-31,"hurs",45.038200378418
"ACCESS-CM2","ssp245","far",2069,2069-09-01,"hurs",43.7496871948242
"ACCESS-CM2","ssp245","far",2069,2069-09-02,"hurs",41.9869079589844
"ACCESS-CM2","ssp245","far",2069,2069-09-03,"hurs",42.7421836853027
"ACCESS-CM2","ssp245","far",2069,2069-09-04,"hurs",31.2184391021729
"ACCESS-CM2","ssp245","far",2069,2069-09-05,"hurs",28.7365036010742
"ACCESS-CM2","ssp245","far",2069,2069-09-06,"hurs",28.6184730529785
"ACCESS-CM2","ssp245","far",2069,2069-09-07,"hurs",34.8176193237305
"ACCESS-CM2","ssp245","far",2069,2069-09-08,"hurs",46.013744354248
"ACCESS-CM2","ssp245","far",2069,2069-09-09,"hurs",42.4884490966797
"ACCESS-CM2","ssp245","far",2069,2069-09-10,"hurs",40.1533699035645
"ACCESS-CM2","ssp245","far",2069,2069-09-11,"hurs",48.3788604736328
"ACCESS-CM2","ssp245","far",2069,2069-09-12,"hurs",43.3061485290527
"ACCESS-CM2","ssp245","far",2069,2069-09-13,"hurs",35.3914985656738
"ACCESS-CM2","ssp245","far",2069,2069-09-14,"hurs",28.8905620574951
"ACCESS-CM2","ssp245","far",2069,2069-09-15,"hurs",27.078369140625
"ACCESS-CM2","ssp245","far",2069,2069-09-16,"hurs",28.0933322906494
"ACCESS-CM2","ssp245","far",2069,2069-09-17,"hurs",28.2688827514648
"ACCESS-CM2","ssp245","far",2069,2069-09-18,"hurs",28.5157279968262
"ACCESS-CM2","ssp245","far",2069,2069-09-19,"hurs",31.0850009918213
"ACCESS-CM2","ssp245","far",2069,2069-09-20,"hurs",29.212718963623
"ACCESS-CM2","ssp245","far",2069,2069-09-21,"hurs",26.3813304901123
"ACCESS-CM2","ssp245","far",2069,2069-09-22,"hurs",23.7109336853027
"ACCESS-CM2","ssp245","far",2069,2069-09-23,"hurs",25.0003108978271
"ACCESS-CM2","ssp245","far",2069,2069-09-24,"hurs",32.5402336120605
"ACCESS-CM2","ssp245","far",2069,2069-09-25,"hurs",32.3185195922852
"ACCESS-CM2","ssp245","far",2069,2069-09-26,"hurs",32.6126441955566
"ACCESS-CM2","ssp245","far",2069,2069-09-27,"hurs",40.3591384887695
"ACCESS-CM2","ssp245","far",2069,2069-09-28,"hurs",51.9943428039551
"ACCESS-CM2","ssp245","far",2069,2069-09-29,"hurs",38.8705978393555
"ACCESS-CM2","ssp245","far",2069,2069-09-30,"hurs",29.4551124572754
"ACCESS-CM2","ssp585","historical",2005,2005-06-01,"tasmax",306.229675292969
"ACCESS-CM2","ssp585","historical",2005,2005-06-02,"tasmax",306.737640380859
"ACCESS-CM2","ssp585","historical",2005,2005-06-03,"tasmax",308.881408691406
"ACCESS-CM2","ssp585","historical",2005,2005-06-04,"tasmax",310.138214111328
"ACCESS-CM2","ssp585","historical",2005,2005-06-05,"tasmax",311.782501220703
"ACCESS-CM2","ssp585","historical",2005,2005-06-06,"tasmax",311.726318359375
"ACCESS-CM2","ssp585","historical",2005,2005-06-07,"tasmax",312.0869140625
"ACCESS-CM2","ssp585","historical",2005,2005-06-08,"tasmax",311.765777587891
"ACCESS-CM2","ssp585","historical",2005,2005-06-09,"tasmax",309.401947021484
"ACCESS-CM2","ssp585","historical",2005,2005-06-10,"tasmax",308.377502441406
"ACCESS-CM2","ssp585","historical",2005,2005-06-11,"tasmax",308.815002441406
"ACCESS-CM2","ssp585","historical",2005,2005-06-12,"tasmax",311.006622314453
"ACCESS-CM2","ssp585","historical",2005,2005-06-13,"tasmax",311.873046875
"ACCESS-CM2","ssp585","historical",2005,2005-06-14,"tasmax",312.572723388672
"ACCESS-CM2","ssp585","historical",2005,2005-06-15,"tasmax",312.690307617188
"ACCESS-CM2","ssp585","historical",2005,2005-06-16,"tasmax",311.808380126953
"ACCESS-CM2","ssp585","historical",2005,2005-06-17,"tasmax",308.998443603516
"ACCESS-CM2","ssp585","historical",2005,2005-06-18,"tasmax",307.613891601562
"ACCESS-CM2","ssp585","historical",2005,2005-06-19,"tasmax",307.447235107422
"ACCESS-CM2","ssp585","historical",2005,2005-06-20,"tasmax",306.758392333984
"ACCESS-CM2","ssp585","historical",2005,2005-06-21,"tasmax",306.986541748047
"ACCESS-CM2","ssp585","historical",2005,2005-06-22,"tasmax",307.353424072266
"ACCESS-CM2","ssp585","historical",2005,2005-06-23,"tasmax",309.198303222656
"ACCESS-CM2","ssp585","historical",2005,2005-06-24,"tasmax",310.747192382812
"ACCESS-CM2","ssp585","historical",2005,2005-06-25,"tasmax",311.505889892578
"ACCESS-CM2","ssp585","historical",2005,2005-06-26,"tasmax",311.476257324219
"ACCESS-CM2","ssp585","historical",2005,2005-06-27,"tasmax",312.449066162109
"ACCESS-CM2","ssp585","historical",2005,2005-06-28,"tasmax",314.687042236328
"ACCESS-CM2","ssp585","historical",2005,2005-06-29,"tasmax",315.434478759766
"ACCESS-CM2","ssp585","historical",2005,2005-06-30,"tasmax",315.070465087891
"ACCESS-CM2","ssp585","historical",2005,2005-07-01,"tasmax",314.23388671875
"ACCESS-CM2","ssp585","historical",2005,2005-07-02,"tasmax",313.494201660156
"ACCESS-CM2","ssp585","historical",2005,2005-07-03,"tasmax",310.186614990234
"ACCESS-CM2","ssp585","historical",2005,2005-07-04,"tasmax",309.734527587891
"ACCESS-CM2","ssp585","historical",2005,2005-07-05,"tasmax",311.376037597656
"ACCESS-CM2","ssp585","historical",2005,2005-07-06,"tasmax",310.798522949219
"ACCESS-CM2","ssp585","historical",2005,2005-07-07,"tasmax",309.738037109375
"ACCESS-CM2","ssp585","historical",2005,2005-07-08,"tasmax",310.047821044922
"ACCESS-CM2","ssp585","historical",2005,2005-07-09,"tasmax",309.877502441406
"ACCESS-CM2","ssp585","historical",2005,2005-07-10,"tasmax",310.199951171875
"ACCESS-CM2","ssp585","historical",2005,2005-07-11,"tasmax",310.489013671875
"ACCESS-CM2","ssp585","historical",2005,2005-07-12,"tasmax",310.34765625
"ACCESS-CM2","ssp585","historical",2005,2005-07-13,"tasmax",310.171539306641
"ACCESS-CM2","ssp585","historical",2005,2005-07-14,"tasmax",309.808776855469
"ACCESS-CM2","ssp585","historical",2005,2005-07-15,"tasmax",309.721893310547
"ACCESS-CM2","ssp585","historical",2005,2005-07-16,"tasmax",309.378021240234
"ACCESS-CM2","ssp585","historical",2005,2005-07-17,"tasmax",307.962585449219
"ACCESS-CM2","ssp585","historical",2005,2005-07-18,"tasmax",308.447814941406
"ACCESS-CM2","ssp585","historical",2005,2005-07-19,"tasmax",309.693328857422
"ACCESS-CM2","ssp585","historical",2005,2005-07-20,"tasmax",311.576080322266
"ACCESS-CM2","ssp585","historical",2005,2005-07-21,"tasmax",313.829254150391
"ACCESS-CM2","ssp585","historical",2005,2005-07-22,"tasmax",313.461120605469
"ACCESS-CM2","ssp585","historical",2005,2005-07-23,"tasmax",312.483337402344
"ACCESS-CM2","ssp585","historical",2005,2005-07-24,"tasmax",310.614715576172
"ACCESS-CM2","ssp585","historical",2005,2005-07-25,"tasmax",309.905670166016
"ACCESS-CM2","ssp585","historical",2005,2005-07-26,"tasmax",310.705078125
"ACCESS-CM2","ssp585","historical",2005,2005-07-27,"tasmax",311.638092041016
"ACCESS-CM2","ssp585","historical",2005,2005-07-28,"tasmax",311.571716308594
"ACCESS-CM2","ssp585","historical",2005,2005-07-29,"tasmax",310.702728271484
"ACCESS-CM2","ssp585","historical",2005,2005-07-30,"tasmax",310.514099121094
"ACCESS-CM2","ssp585","historical",2005,2005-07-31,"tasmax",309.878234863281
"ACCESS-CM2","ssp585","historical",2005,2005-08-01,"tasmax",310.045196533203
"ACCESS-CM2","ssp585","historical",2005,2005-08-02,"tasmax",310.603607177734
"ACCESS-CM2","ssp585","historical",2005,2005-08-03,"tasmax",313.627777099609
"ACCESS-CM2","ssp585","historical",2005,2005-08-04,"tasmax",314.266052246094
"ACCESS-CM2","ssp585","historical",2005,2005-08-05,"tasmax",312.896911621094
"ACCESS-CM2","ssp585","historical",2005,2005-08-06,"tasmax",310.277435302734
"ACCESS-CM2","ssp585","historical",2005,2005-08-07,"tasmax",309.411346435547
"ACCESS-CM2","ssp585","historical",2005,2005-08-08,"tasmax",310.724761962891
"ACCESS-CM2","ssp585","historical",2005,2005-08-09,"tasmax",311.519714355469
"ACCESS-CM2","ssp585","historical",2005,2005-08-10,"tasmax",311.471130371094
"ACCESS-CM2","ssp585","historical",2005,2005-08-11,"tasmax",311.491516113281
"ACCESS-CM2","ssp585","historical",2005,2005-08-12,"tasmax",312.695770263672
"ACCESS-CM2","ssp585","historical",2005,2005-08-13,"tasmax",311.956329345703
"ACCESS-CM2","ssp585","historical",2005,2005-08-14,"tasmax",310.648895263672
"ACCESS-CM2","ssp585","historical",2005,2005-08-15,"tasmax",309.138549804688
"ACCESS-CM2","ssp585","historical",2005,2005-08-16,"tasmax",310.764862060547
"ACCESS-CM2","ssp585","historical",2005,2005-08-17,"tasmax",312.696685791016
"ACCESS-CM2","ssp585","historical",2005,2005-08-18,"tasmax",312.604309082031
"ACCESS-CM2","ssp585","historical",2005,2005-08-19,"tasmax",311.914276123047
"ACCESS-CM2","ssp585","historical",2005,2005-08-20,"tasmax",312.607482910156
"ACCESS-CM2","ssp585","historical",2005,2005-08-21,"tasmax",313.102020263672
"ACCESS-CM2","ssp585","historical",2005,2005-08-22,"tasmax",313.511383056641
"ACCESS-CM2","ssp585","historical",2005,2005-08-23,"tasmax",313.287567138672
"ACCESS-CM2","ssp585","historical",2005,2005-08-24,"tasmax",312.407440185547
"ACCESS-CM2","ssp585","historical",2005,2005-08-25,"tasmax",313.552032470703
"ACCESS-CM2","ssp585","historical",2005,2005-08-26,"tasmax",313.460784912109
"ACCESS-CM2","ssp585","historical",2005,2005-08-27,"tasmax",312.702514648438
"ACCESS-CM2","ssp585","historical",2005,2005-08-28,"tasmax",311.299499511719
"ACCESS-CM2","ssp585","historical",2005,2005-08-29,"tasmax",311.547271728516
"ACCESS-CM2","ssp585","historical",2005,2005-08-30,"tasmax",311.447235107422
"ACCESS-CM2","ssp585","historical",2005,2005-08-31,"tasmax",307.740539550781
"ACCESS-CM2","ssp585","historical",2005,2005-09-01,"tasmax",306.223907470703
"ACCESS-CM2","ssp585","historical",2005,2005-09-02,"tasmax",306.884979248047
"ACCESS-CM2","ssp585","historical",2005,2005-09-03,"tasmax",306.360870361328
"ACCESS-CM2","ssp585","historical",2005,2005-09-04,"tasmax",302.816497802734
"ACCESS-CM2","ssp585","historical",2005,2005-09-05,"tasmax",303.873016357422
"ACCESS-CM2","ssp585","historical",2005,2005-09-06,"tasmax",302.844512939453
"ACCESS-CM2","ssp585","historical",2005,2005-09-07,"tasmax",306.153900146484
"ACCESS-CM2","ssp585","historical",2005,2005-09-08,"tasmax",307.868499755859
"ACCESS-CM2","ssp585","historical",2005,2005-09-09,"tasmax",307.826080322266
"ACCESS-CM2","ssp585","historical",2005,2005-09-10,"tasmax",307.673736572266
"ACCESS-CM2","ssp585","historical",2005,2005-09-11,"tasmax",308.233032226562
"ACCESS-CM2","ssp585","historical",2005,2005-09-12,"tasmax",308.014221191406
"ACCESS-CM2","ssp585","historical",2005,2005-09-13,"tasmax",306.887908935547
"ACCESS-CM2","ssp585","historical",2005,2005-09-14,"tasmax",305.803466796875
"ACCESS-CM2","ssp585","historical",2005,2005-09-15,"tasmax",304.984985351562
"ACCESS-CM2","ssp585","historical",2005,2005-09-16,"tasmax",303.268829345703
"ACCESS-CM2","ssp585","historical",2005,2005-09-17,"tasmax",303.645172119141
"ACCESS-CM2","ssp585","historical",2005,2005-09-18,"tasmax",303.838745117188
"ACCESS-CM2","ssp585","historical",2005,2005-09-19,"tasmax",305.011749267578
"ACCESS-CM2","ssp585","historical",2005,2005-09-20,"tasmax",307.809356689453
"ACCESS-CM2","ssp585","historical",2005,2005-09-21,"tasmax",310.645751953125
"ACCESS-CM2","ssp585","historical",2005,2005-09-22,"tasmax",311.960235595703
"ACCESS-CM2","ssp585","historical",2005,2005-09-23,"tasmax",312.899475097656
"ACCESS-CM2","ssp585","historical",2005,2005-09-24,"tasmax",312.273315429688
"ACCESS-CM2","ssp585","historical",2005,2005-09-25,"tasmax",311.478607177734
"ACCESS-CM2","ssp585","historical",2005,2005-09-26,"tasmax",310.932678222656
"ACCESS-CM2","ssp585","historical",2005,2005-09-27,"tasmax",310.414764404297
"ACCESS-CM2","ssp585","historical",2005,2005-09-28,"tasmax",308.972839355469
"ACCESS-CM2","ssp585","historical",2005,2005-09-29,"tasmax",304.145233154297
"ACCESS-CM2","ssp585","historical",2005,2005-09-30,"tasmax",303.908538818359
"ACCESS-CM2","ssp585","historical",2005,2005-06-01,"hurs",29.8069534301758
"ACCESS-CM2","ssp585","historical",2005,2005-06-02,"hurs",22.4000453948975
"ACCESS-CM2","ssp585","historical",2005,2005-06-03,"hurs",16.5596828460693
"ACCESS-CM2","ssp585","historical",2005,2005-06-04,"hurs",13.2558622360229
"ACCESS-CM2","ssp585","historical",2005,2005-06-05,"hurs",11.4917840957642
"ACCESS-CM2","ssp585","historical",2005,2005-06-06,"hurs",12.6283779144287
"ACCESS-CM2","ssp585","historical",2005,2005-06-07,"hurs",15.4065532684326
"ACCESS-CM2","ssp585","historical",2005,2005-06-08,"hurs",13.3637189865112
"ACCESS-CM2","ssp585","historical",2005,2005-06-09,"hurs",14.2501974105835
"ACCESS-CM2","ssp585","historical",2005,2005-06-10,"hurs",16.60032081604
"ACCESS-CM2","ssp585","historical",2005,2005-06-11,"hurs",16.7859573364258
"ACCESS-CM2","ssp585","historical",2005,2005-06-12,"hurs",18.2170715332031
"ACCESS-CM2","ssp585","historical",2005,2005-06-13,"hurs",23.0214748382568
"ACCESS-CM2","ssp585","historical",2005,2005-06-14,"hurs",29.2708721160889
"ACCESS-CM2","ssp585","historical",2005,2005-06-15,"hurs",17.2988815307617
"ACCESS-CM2","ssp585","historical",2005,2005-06-16,"hurs",13.3968944549561
"ACCESS-CM2","ssp585","historical",2005,2005-06-17,"hurs",15.482684135437
"ACCESS-CM2","ssp585","historical",2005,2005-06-18,"hurs",24.8983516693115
"ACCESS-CM2","ssp585","historical",2005,2005-06-19,"hurs",27.9796676635742
"ACCESS-CM2","ssp585","historical",2005,2005-06-20,"hurs",25.8438243865967
"ACCESS-CM2","ssp585","historical",2005,2005-06-21,"hurs",25.1780319213867
"ACCESS-CM2","ssp585","historical",2005,2005-06-22,"hurs",23.0565052032471
"ACCESS-CM2","ssp585","historical",2005,2005-06-23,"hurs",22.7407646179199
"ACCESS-CM2","ssp585","historical",2005,2005-06-24,"hurs",22.3840007781982
"ACCESS-CM2","ssp585","historical",2005,2005-06-25,"hurs",20.661506652832
"ACCESS-CM2","ssp585","historical",2005,2005-06-26,"hurs",20.8887844085693
"ACCESS-CM2","ssp585","historical",2005,2005-06-27,"hurs",19.5348873138428
"ACCESS-CM2","ssp585","historical",2005,2005-06-28,"hurs",15.9467449188232
"ACCESS-CM2","ssp585","historical",2005,2005-06-29,"hurs",14.7116088867188
"ACCESS-CM2","ssp585","historical",2005,2005-06-30,"hurs",19.7399845123291
"ACCESS-CM2","ssp585","historical",2005,2005-07-01,"hurs",18.3546714782715
"ACCESS-CM2","ssp585","historical",2005,2005-07-02,"hurs",22.8122863769531
"ACCESS-CM2","ssp585","historical",2005,2005-07-03,"hurs",36.7800712585449
"ACCESS-CM2","ssp585","historical",2005,2005-07-04,"hurs",42.6511535644531
"ACCESS-CM2","ssp585","historical",2005,2005-07-05,"hurs",26.8652286529541
"ACCESS-CM2","ssp585","historical",2005,2005-07-06,"hurs",18.6586723327637
"ACCESS-CM2","ssp585","historical",2005,2005-07-07,"hurs",21.3476715087891
"ACCESS-CM2","ssp585","historical",2005,2005-07-08,"hurs",20.0345287322998
"ACCESS-CM2","ssp585","historical",2005,2005-07-09,"hurs",19.4083232879639
"ACCESS-CM2","ssp585","historical",2005,2005-07-10,"hurs",22.7041511535645
"ACCESS-CM2","ssp585","historical",2005,2005-07-11,"hurs",24.831428527832
"ACCESS-CM2","ssp585","historical",2005,2005-07-12,"hurs",24.5051651000977
"ACCESS-CM2","ssp585","historical",2005,2005-07-13,"hurs",24.6835994720459
"ACCESS-CM2","ssp585","historical",2005,2005-07-14,"hurs",29.5833168029785
"ACCESS-CM2","ssp585","historical",2005,2005-07-15,"hurs",29.5268383026123
"ACCESS-CM2","ssp585","historical",2005,2005-07-16,"hurs",25.7369270324707
"ACCESS-CM2","ssp585","historical",2005,2005-07-17,"hurs",27.279411315918
"ACCESS-CM2","ssp585","historical",2005,2005-07-18,"hurs",26.9017009735107
"ACCESS-CM2","ssp585","historical",2005,2005-07-19,"hurs",28.0508823394775
"ACCESS-CM2","ssp585","historical",2005,2005-07-20,"hurs",25.8670673370361
"ACCESS-CM2","ssp585","historical",2005,2005-07-21,"hurs",22.4744720458984
"ACCESS-CM2","ssp585","historical",2005,2005-07-22,"hurs",22.256799697876
"ACCESS-CM2","ssp585","historical",2005,2005-07-23,"hurs",21.8587493896484
"ACCESS-CM2","ssp585","historical",2005,2005-07-24,"hurs",20.984561920166
"ACCESS-CM2","ssp585","historical",2005,2005-07-25,"hurs",26.3379287719727
"ACCESS-CM2","ssp585","historical",2005,2005-07-26,"hurs",25.4520149230957
"ACCESS-CM2","ssp585","historical",2005,2005-07-27,"hurs",23.4447917938232
"ACCESS-CM2","ssp585","historical",2005,2005-07-28,"hurs",25.3936595916748
"ACCESS-CM2","ssp585","historical",2005,2005-07-29,"hurs",30.0006885528564
"ACCESS-CM2","ssp585","historical",2005,2005-07-30,"hurs",30.9514770507812
"ACCESS-CM2","ssp585","historical",2005,2005-07-31,"hurs",29.8938865661621
"ACCESS-CM2","ssp585","historical",2005,2005-08-01,"hurs",26.5244693756104
"ACCESS-CM2","ssp585","historical",2005,2005-08-02,"hurs",23.7679386138916
"ACCESS-CM2","ssp585","historical",2005,2005-08-03,"hurs",22.7997512817383
"ACCESS-CM2","ssp585","historical",2005,2005-08-04,"hurs",26.181489944458
"ACCESS-CM2","ssp585","historical",2005,2005-08-05,"hurs",35.7083625793457
"ACCESS-CM2","ssp585","historical",2005,2005-08-06,"hurs",34.5978393554688
"ACCESS-CM2","ssp585","historical",2005,2005-08-07,"hurs",38.4160575866699
"ACCESS-CM2","ssp585","historical",2005,2005-08-08,"hurs",34.8377647399902
"ACCESS-CM2","ssp585","historical",2005,2005-08-09,"hurs",33.0266876220703
"ACCESS-CM2","ssp585","historical",2005,2005-08-10,"hurs",31.8767490386963
"ACCESS-CM2","ssp585","historical",2005,2005-08-11,"hurs",31.016731262207
"ACCESS-CM2","ssp585","historical",2005,2005-08-12,"hurs",28.2083644866943
"ACCESS-CM2","ssp585","historical",2005,2005-08-13,"hurs",29.2434158325195
"ACCESS-CM2","ssp585","historical",2005,2005-08-14,"hurs",36.0313453674316
"ACCESS-CM2","ssp585","historical",2005,2005-08-15,"hurs",39.5394477844238
"ACCESS-CM2","ssp585","historical",2005,2005-08-16,"hurs",30.3137836456299
"ACCESS-CM2","ssp585","historical",2005,2005-08-17,"hurs",28.8374519348145
"ACCESS-CM2","ssp585","historical",2005,2005-08-18,"hurs",30.188985824585
"ACCESS-CM2","ssp585","historical",2005,2005-08-19,"hurs",29.4853839874268
"ACCESS-CM2","ssp585","historical",2005,2005-08-20,"hurs",25.9858856201172
"ACCESS-CM2","ssp585","historical",2005,2005-08-21,"hurs",23.839599609375
"ACCESS-CM2","ssp585","historical",2005,2005-08-22,"hurs",24.4294395446777
"ACCESS-CM2","ssp585","historical",2005,2005-08-23,"hurs",26.6818695068359
"ACCESS-CM2","ssp585","historical",2005,2005-08-24,"hurs",29.717960357666
"ACCESS-CM2","ssp585","historical",2005,2005-08-25,"hurs",26.9423847198486
"ACCESS-CM2","ssp585","historical",2005,2005-08-26,"hurs",24.2545337677002
"ACCESS-CM2","ssp585","historical",2005,2005-08-27,"hurs",26.6567840576172
"ACCESS-CM2","ssp585","historical",2005,2005-08-28,"hurs",34.3695945739746
"ACCESS-CM2","ssp585","historical",2005,2005-08-29,"hurs",33.335578918457
"ACCESS-CM2","ssp585","historical",2005,2005-08-30,"hurs",35.0029754638672
"ACCESS-CM2","ssp585","historical",2005,2005-08-31,"hurs",44.0102920532227
"ACCESS-CM2","ssp585","historical",2005,2005-09-01,"hurs",38.0046234130859
"ACCESS-CM2","ssp585","historical",2005,2005-09-02,"hurs",30.0821723937988
"ACCESS-CM2","ssp585","historical",2005,2005-09-03,"hurs",39.9147872924805
"ACCESS-CM2","ssp585","historical",2005,2005-09-04,"hurs",68.7529144287109
"ACCESS-CM2","ssp585","historical",2005,2005-09-05,"hurs",58.3305282592773
"ACCESS-CM2","ssp585","historical",2005,2005-09-06,"hurs",63.6250991821289
"ACCESS-CM2","ssp585","historical",2005,2005-09-07,"hurs",49.0070419311523
"ACCESS-CM2","ssp585","historical",2005,2005-09-08,"hurs",41.1467399597168
"ACCESS-CM2","ssp585","historical",2005,2005-09-09,"hurs",34.7894706726074
"ACCESS-CM2","ssp585","historical",2005,2005-09-10,"hurs",30.9925479888916
"ACCESS-CM2","ssp585","historical",2005,2005-09-11,"hurs",28.9895439147949
"ACCESS-CM2","ssp585","historical",2005,2005-09-12,"hurs",25.4283924102783
"ACCESS-CM2","ssp585","historical",2005,2005-09-13,"hurs",33.3336601257324
"ACCESS-CM2","ssp585","historical",2005,2005-09-14,"hurs",34.195369720459
"ACCESS-CM2","ssp585","historical",2005,2005-09-15,"hurs",32.4744758605957
"ACCESS-CM2","ssp585","historical",2005,2005-09-16,"hurs",32.6891403198242
"ACCESS-CM2","ssp585","historical",2005,2005-09-17,"hurs",28.3461894989014
"ACCESS-CM2","ssp585","historical",2005,2005-09-18,"hurs",28.5985584259033
"ACCESS-CM2","ssp585","historical",2005,2005-09-19,"hurs",26.207103729248
"ACCESS-CM2","ssp585","historical",2005,2005-09-20,"hurs",22.6391048431396
"ACCESS-CM2","ssp585","historical",2005,2005-09-21,"hurs",20.7416667938232
"ACCESS-CM2","ssp585","historical",2005,2005-09-22,"hurs",20.3404979705811
"ACCESS-CM2","ssp585","historical",2005,2005-09-23,"hurs",20.1525917053223
"ACCESS-CM2","ssp585","historical",2005,2005-09-24,"hurs",26.9759140014648
"ACCESS-CM2","ssp585","historical",2005,2005-09-25,"hurs",32.940860748291
"ACCESS-CM2","ssp585","historical",2005,2005-09-26,"hurs",32.8351173400879
"ACCESS-CM2","ssp585","historical",2005,2005-09-27,"hurs",27.7021408081055
"ACCESS-CM2","ssp585","historical",2005,2005-09-28,"hurs",41.1771621704102
"ACCESS-CM2","ssp585","historical",2005,2005-09-29,"hurs",63.8404655456543
"ACCESS-CM2","ssp585","historical",2005,2005-09-30,"hurs",64.2724838256836
"ACCESS-CM2","ssp585","historical",2006,2006-06-01,"tasmax",303.048706054688
"ACCESS-CM2","ssp585","historical",2006,2006-06-02,"tasmax",302.055816650391
"ACCESS-CM2","ssp585","historical",2006,2006-06-03,"tasmax",301.847503662109
"ACCESS-CM2","ssp585","historical",2006,2006-06-04,"tasmax",305.104461669922
"ACCESS-CM2","ssp585","historical",2006,2006-06-05,"tasmax",307.403686523438
"ACCESS-CM2","ssp585","historical",2006,2006-06-06,"tasmax",306.324737548828
"ACCESS-CM2","ssp585","historical",2006,2006-06-07,"tasmax",298.394836425781
"ACCESS-CM2","ssp585","historical",2006,2006-06-08,"tasmax",301.265380859375
"ACCESS-CM2","ssp585","historical",2006,2006-06-09,"tasmax",305.068572998047
"ACCESS-CM2","ssp585","historical",2006,2006-06-10,"tasmax",306.911376953125
"ACCESS-CM2","ssp585","historical",2006,2006-06-11,"tasmax",306.677856445312
"ACCESS-CM2","ssp585","historical",2006,2006-06-12,"tasmax",306.209899902344
"ACCESS-CM2","ssp585","historical",2006,2006-06-13,"tasmax",306.891632080078
"ACCESS-CM2","ssp585","historical",2006,2006-06-14,"tasmax",306.815826416016
"ACCESS-CM2","ssp585","historical",2006,2006-06-15,"tasmax",306.686828613281
"ACCESS-CM2","ssp585","historical",2006,2006-06-16,"tasmax",308.854248046875
"ACCESS-CM2","ssp585","historical",2006,2006-06-17,"tasmax",312.391021728516
"ACCESS-CM2","ssp585","historical",2006,2006-06-18,"tasmax",314.202606201172
"ACCESS-CM2","ssp585","historical",2006,2006-06-19,"tasmax",314.443206787109
